Id,field,age,type,year,month,production,BDRICM_BDRICM_M,BDRLOG_BDRLOG_M,BDTICM_BDTICM_M,BLDFIE_sl1,BLDFIE_sl2,BLDFIE_sl3,BLDFIE_sl4,BLDFIE_sl5,BLDFIE_sl6,BLDFIE_sl7,CECSOL_sl1,CECSOL_sl2,CECSOL_sl3,CECSOL_sl4,CECSOL_sl5,CECSOL_sl6,CECSOL_sl7,CLYPPT_sl1,CLYPPT_sl2,CLYPPT_sl3,CLYPPT_sl4,CLYPPT_sl5,CLYPPT_sl6,CLYPPT_sl7,CRFVOL_sl1,CRFVOL_sl2,CRFVOL_sl3,CRFVOL_sl4,CRFVOL_sl5,CRFVOL_sl6,CRFVOL_sl7,OCSTHA_sd1,OCSTHA_sd2,OCSTHA_sd3,OCSTHA_sd4,OCSTHA_sd5,OCSTHA_sd6,ORCDRC_sl1,ORCDRC_sl2,ORCDRC_sl3,ORCDRC_sl4,ORCDRC_sl5,ORCDRC_sl6,ORCDRC_sl7,PHIHOX_sl1,PHIHOX_sl2,PHIHOX_sl3,PHIHOX_sl4,PHIHOX_sl5,PHIHOX_sl6,PHIHOX_sl7,PHIKCL_sl1,PHIKCL_sl2,PHIKCL_sl3,PHIKCL_sl4,PHIKCL_sl5,PHIKCL_sl6,PHIKCL_sl7,SLTPPT_sl1,SLTPPT_sl2,SLTPPT_sl3,SLTPPT_sl4,SLTPPT_sl5,SLTPPT_sl6,SLTPPT_sl7,SNDPPT_sl1,SNDPPT_sl2,SNDPPT_sl3,SNDPPT_sl4,SNDPPT_sl5,SNDPPT_sl6,SNDPPT_sl7,temperature,dewpoint,windspeed,Soilwater_L1,Soilwater_L2,Soilwater_L3,Soilwater_L4,Precipitation,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12
10,0,19,5,2004,11,0.360032310177706,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783,9.9482,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,27.387,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,23.698,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,2.0756,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,0.29869,221.24,139.82,169.62,173.3,109.45,186.72,350.02,460.76,484.67,360.91,182.89,65.667
11,0,19,5,2004,12,0.2025201938610662,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,27.309,23.807,2.0102,0.2927,0.29019,0.28844,0.2912,136.33,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,26.795,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,24.212,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,2.051,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,0.31383,9.9482,221.24,139.82,169.62,173.3,109.45,186.72,350.02,460.76,484.67,360.91,182.89
12,0,20,5,2005,1,0.1259773828756058,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,27.286,24.269,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,26.132,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,24.661,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,1.8766,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,0.35274,136.33,9.9482,221.24,139.82,169.62,173.3,109.45,186.72,350.02,460.76,484.67,360.91
13,0,20,5,2005,2,0.0454927302100161,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,26.578,24.765,2.0914,0.33256,0.32987,0.3218,0.30038,446.28,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,25.295,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,24.401,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,1.9206,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,0.36361,212.56,136.33,9.9482,221.24,139.82,169.62,173.3,109.45,186.72,350.02,460.76,484.67
14,0,20,5,2005,3,0.0526009693053311,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,25.61,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,24.651,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,1.9948,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,0.36399,446.28,212.56,136.33,9.9482,221.24,139.82,169.62,173.3,109.45,186.72,350.02,460.76
15,0,20,5,2005,4,0.0186106623586429,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,26.643,24.8,1.8473,0.3463,0.34616,0.3469,0.348,404.49,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,376.8,446.28,212.56,136.33,9.9482,221.24,139.82,169.62,173.3,109.45,186.72,350.02
16,0,20,5,2005,5,0.0780613893376413,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,26.397,24.952,1.7458,0.35231,0.35219,0.35128,0.35101,316.81,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,404.49,376.8,446.28,212.56,136.33,9.9482,221.24,139.82,169.62,173.3,109.45,186.72
17,0,20,5,2005,6,0.1846849757673667,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,26.848,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,316.81,404.49,376.8,446.28,212.56,136.33,9.9482,221.24,139.82,169.62,173.3,109.45
18,0,20,5,2005,7,0.1288529886914378,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,27.091,23.823,1.6948,0.32078,0.32119,0.32503,0.33576,74.006,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,101.77,316.81,404.49,376.8,446.28,212.56,136.33,9.9482,221.24,139.82,169.62,173.3
19,0,20,5,2005,8,0.2592245557350566,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,27.941,23.314,2.0252,0.28272,0.28272,0.28944,0.30965,96.237,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,74.006,101.77,316.81,404.49,376.8,446.28,212.56,136.33,9.9482,221.24,139.82,169.62
20,0,20,5,2005,9,0.6667205169628434,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,28.79,22.541,2.4467,0.2437,0.24671,0.26585,0.28966,41.403,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,96.237,74.006,101.77,316.81,404.49,376.8,446.28,212.56,136.33,9.9482,221.24,139.82
21,0,20,5,2005,10,0.2959935379644587,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,28.3,23.321,2.4174,0.26832,0.26336,0.25997,0.27443,122.34,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,41.403,96.237,74.006,101.77,316.81,404.49,376.8,446.28,212.56,136.33,9.9482,221.24
22,0,20,5,2005,11,0.3409046849757673,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,122.34,41.403,96.237,74.006,101.77,316.81,404.49,376.8,446.28,212.56,136.33,9.9482
